Initial Guess,Remaining Valid Guesses,Remaining Valid Solutions
unite,2835.461872,516.8093588
tapir,2798.852686,516.8765165
crame,2884.813692,516.8869151
dosai,3108.727036,516.9514731
pears,2769.515165,516.9822357
beaut,2846.758232,517.1135182
polar,2820.327556,517.1360485
yowie,2851.454506,517.1503466
tames,2721.725303,517.2235702
culet,2736.170277,517.2946274
siled,2880.869151,517.3344887
snail,3033.157712,517.3765165
yrneh,2686.592721,517.4211438
phare,2874.782062,517.4306759
runes,2631.334922,517.4610052
tilde,2774.764298,517.4917678
resty,2799.298527,517.5108319
daces,2709.261265,517.5433276
lodes,2706.338388,517.6299827
surat,2828.027296,517.6928076
brail,2876.917678,517.720104
lithe,2751.665078,517.7538995
ohias,2858.032496,517.7668977
rhyne,2719.803726,517.8279896
hoars,2793.042894,517.9137782
aidos,2875.803726,517.9289428
payer,2738.799827,518.0320624
petal,2771.246101,518.0485269
otary,2784.604853,518.0680243
enols,2781.672444,518.0745234
homie,2897.520364,518.0901213
earth,2722.850087,518.1165511
oiled,2796.669411,518.1841421
matey,2709.618718,518.3639515
ileac,2840.521664,518.3804159
rauns,2709.179809,518.4259099
tubae,2858.857452,518.4753033
elint,2836.536395,518.5012998
lotas,2740.143414,518.6265165
triad,2839.371317,518.6594454
mairs,2761.967071,518.7001733
sucre,2874.055893,518.7898614
frise,3086.585789,518.792461
heirs,2698.295927,518.8115251
sawer,2862.286395,518.8453206
tines,2709.706672,518.9787695
doser,3004.340988,518.9913345
chase,3150.288562,519.0108319
curet,2695.164645,519.1369151
miser,2980.662045,519.202773
tapes,2739.203206,519.2504333
lidar,2819.689341,519.2686308
lenti,2700.7513,519.3019931
pales,2727.644281,519.4168111
shorl,2906.489601,519.462305
snary,2908.829723,519.617851
denar,2825.504333,519.6239168
gayer,2747.885615,519.8448873
cared,2747.588388,519.8713172
metol,2792.114385,519.8752166
baler,2746.704939,519.9120451
pries,2732.118718,519.9579723
adios,2905.897314,519.9588388
cages,2734.409012,520.0225303
toper,2745.494367,520.0238302
koine,2940.581889,520.1720104
pieta,2810.831023,520.3162912
piano,2952.938042,520.4332756
riled,2696.350087,520.5966205
bries,2723.150347,520.6039861
artsy,2975.387782,520.6217504
blore,2841.927643,520.6633449
hared,2741.493934,520.754766
certs,2617.364818,520.8700173
pates,2744.443674,520.9792028
santo,2929.942374,520.9930676
pairs,2787.879116,521.0394281
steno,2947.724003,521.0866551
sapor,2968.568458,521.1204506
hairy,2771.281196,521.1438475
erics,2746.456239,521.1754766
roads,2811.294194,521.1867418
moste,3041.037695,521.1984402
smear,2949.710572,521.2456672
lards,2655.894714,521.2781629
mires,2665.541594,521.3084922
dotes,2730.829289,521.3942808
korai,2829.267764,521.4930676
auric,2821.820191,521.5402946
rheas,2738.084922,521.5428943
samey,2863.797227,521.617851
mates,2739.227036,521.6187175
eards,2726.735269,521.6386482
males,2730.12175,521.6672444
riots,2712.792894,521.7253033
apiol,2987.643414,521.8565858
laden,2810.323657,522.0489601
troad,2863.435009,522.0940208
poral,2821.018198,522.1646447
lotsa,2985.898614,522.220104
torsi,2916.711005,522.3011265
avise,3187.831889,522.4042461
tribe,2821.857886,522.4480069
bonie,2920.145147,522.504766
geats,2796.038128,522.6048527
apert,2840.428943,522.627383
gairs,2776.438042,522.6373484
trays,2775.510399,522.639948
segol,2964.357886,522.6546794
armil,2893.003033,522.6772097
leads,2799.464905,522.6932409
lehrs,2628.238735,522.877383
anted,2829.721837,522.8994801
FALSE,3085.586222,522.9640381
beast,3061.251733,522.9995667
tawse,3030.775563,523.0168977
toils,2780.044627,523.0186308
feart,2831.577556,523.1382149
merit,2757.695841,523.2084055
opera,2843.615251,523.2668977
dores,2698.85052,523.3786828
sient,2952.268631,523.4909012
ranke,2822.370017,523.5060659
yager,2759.533795,523.5463605
nelis,2711.727036,523.784662
hoied,2839.594021,523.8141248
rohes,2679.395147,523.8318891
timer,2758.311092,523.8786828
coals,2836.893847,523.9029463
ulcer,2751.429809,523.9315425
azote,2934.056326,523.9354419
voile,2943.060225,523.9428076
rache,2804.750433,523.9549393
haros,2739.074957,524.0493934
telic,2737.961005,524.1330156
helos,2734.657279,524.1538128
spear,2961.308059,524.202773
laker,2775.37305,524.2222704
tiros,2708.725737,524.2391681
doest,3085.2487,524.2556326
tired,2735.929376,524.3093588
eclat,2809.538995,524.3401213
ashen,3075.34922,524.3466205
taken,2805.877816,524.3695841
fares,2700.633882,524.5363951
thirl,2765.041161,524.5901213
groat,2897.361785,524.6165511
flote,2871.974003,524.7214038
swale,3066.342721,524.7244367
oaves,2797.814991,524.7461005
space,3085.943674,524.8639515
leish,3017.187175,524.8704506
feria,2782.214905,524.944974
skate,3014.792894,525.0697574
untie,2872.083622,525.0788562
liens,2772.937608,525.0836222
lytes,2686.107886,525.0948873
teins,2775.298094,525.0970537
amuse,3187.292461,525.1009532
vaute,2883.17461,525.1338821
cager,2798.855286,525.1702773
hosen,3013.352253,525.1715771
tynes,2715.12175,525.2538995
carns,2698.988302,525.2612652
poser,2999.851386,525.3115251
rosed,3002.659012,525.3258232
clade,2959.734402,525.4046794
barye,2788.12175,525.4445407
apres,2737.960572,525.5012998
lieus,2781.681109,525.5017331
diota,2882.07409,525.555026
cosed,3078.841421,525.5563258
oncet,2815.510399,525.6156846
caron,2836.613085,525.6230503
reams,2786.509099,525.6681109
shine,3037.938475,525.7205373
hance,2886.918544,525.8011265
entia,2834.396447,525.8032929
escar,3093.362652,525.8916811
azole,2984.259965,525.9272097
snort,2940.068891,526.1130849
peans,2861.29896,526.1442808
rotis,2726.540295,526.194974
naled,2806.840988,526.2456672
liger,2764.743934,526.2474003
lames,2757.769497,526.4202773
rahui,2807.77383,526.4237435
reaps,2799.770797,526.4337088
liney,2743.379116,526.4766031
ideas,2867.766031,526.5207972
sharn,2999.839255,526.5229636
raphe,2834.425043,526.5753899
deash,3156.2526,526.5944541
basen,3069.031196,526.6910745
stope,3015.917244,526.742201
celts,2692.072357,526.7638648
drest,3059.910745,526.7824957
miter,2770.45234,526.8366551
onery,2801.778163,526.8466205
goles,2744.889081,526.8765165
artic,2857.314991,526.8847487
tules,2724.077556,526.9337088
crues,2716.775563,526.9800693
tabes,2774.492634,526.9805026
alecs,2820.941075,526.9878683
ostia,3108.782929,527.0060659
tiled,2775.69974,527.0693241
scart,2951.157712,527.1096187
altos,2839.568024,527.1473137
garis,2749.474437,527.2114385
waler,2781.134749,527.2365685
darns,2743.428076,527.2396014
recto,2737.594021,527.3951473
delta,2771.828856,527.4029463
tawer,2777.490035,527.4033795
ryals,2741.039861,527.4744367
flane,2961.42591,527.529896
merls,2670.950173,527.5784229
taiko,2930.913778,527.6486135
clean,2892.080589,527.69974
abuse,3209.283795,527.737435
arcos,2813.904679,527.7755633
hosey,2975.981802,527.8570191
paris,2779.830156,527.9467071
names,2785.592288,527.9662045
tache,2854.249133,528.0064991
drats,2837.094454,528.0142981
ureic,2841.927643,528.0155979
geals,2831.063258,528.0814558
ablet,2835.12565,528.1529463
means,2860.973137,528.1923744
pance,2911.754766,528.1928076
oyers,2769.803726,528.237435
nicer,2762.37825,528.2729636
heron,2791.009532,528.3210572
slake,3100.965338,528.457539
fayre,2840.038128,528.5060659
meaty,2803.237435,528.5259965
ahent,2915.119584,528.5684575
poles,2765.231369,528.5814558
metal,2826.213172,528.6065858
rayon,2843.394714,528.6282496
dance,2924.745667,528.852253
cetyl,2745.945841,528.8955806
loupe,2934.978769,528.9332756
tatie,2916.594887,528.9367418
hones,2768.201906,528.9727036
slipe,3059.40078,528.9766031
moles,2757.214038,529.1442808
torah,2825.081889,529.2144714
botel,2814.882582,529.2270364
saury,2897.530329,529.3838821
napes,2797.605286,529.3990468
trave,2891.861785,529.3994801
older,2844.133449,529.5784229
yeahs,2820.872184,529.6247834
cites,2756.090988,529.6286828
peals,2858.223137,529.6538128
tyran,2764.29636,529.7136049
caper,2823.163345,529.7465338
aerie,2834.040295,529.7530329
airth,2827.535962,529.8318891
blert,2816.909879,529.8869151
glace,2985.363951,529.8908146
their,2846.905546,529.8986135
bears,2818.977903,529.9948007
pores,2726.140815,530.0043328
stead,2987.587088,530.0095321
gator,2871.448007,530.0441941
aygre,2884.709705,530.0576256
loric,2771.338388,530.0935875
banes,2797.397314,530.110052
droil,2915.589255,530.1538128
roble,2842.80286,530.1789428
cento,2821.710572,530.2543328
hades,2811.296794,530.3080589
water,2793.12695,530.5480936
peats,2861.02383,530.6048527
uteri,2805.363085,530.6204506
tyers,2735.89688,530.7409012
brace,2958.39948,530.7569324
snead,3056.560659,530.7586655
deary,2851.387782,530.7794627
honey,2769.890815,530.7850953
douar,2964.068458,531.0108319
drain,2977.733536,531.1269497
sober,2935.804159,531.1689775
pelta,2782.246967,531.1746101
tardo,2839.974003,531.1928076
sowle,3058.209272,531.2032062
bates,2788.830156,531.2629983
roins,2783.330589,531.2907279
snirt,2963.748267,531.2989601
tices,2757.035095,531.3123917
trads,2855.930243,531.4211438
scena,2997.537695,531.4675043
gores,2730.857886,531.52513
aiver,2883.241334,531.5333622
yince,2871.482669,531.5359619
suave,3121.255199,531.6109185
heats,2855.426776,531.7001733
waste,3058.889948,531.7417678
doter,2818.290295,531.7461005
blaes,2862.584489,531.7837955
caneh,2855.542461,531.8310225
rayed,2790.690641,531.8431542
sargo,2952.754333,531.8856153
yarns,2728.17201,531.9155113
prent,2871.347054,531.9358752
acted,2838.737868,531.9514731
lynes,2736.697574,532.0961872
sited,2942.739168,532.1590121
meals,2855.993934,532.2023397
hoten,2830.444107,532.2136049
pilao,2955.088821,532.2140381
coats,2880.093154,532.3297227
paedo,2974.865251,532.3591854
heils,2808.860485,532.4116118
mores,2728.153813,532.5112652
senti,2916.506499,532.6005199
loges,2778.938042,532.6126516
shyer,2884.813258,532.6312825
drape,2986.95364,532.6416811
meats,2852.790295,532.6936742
lawer,2811.162045,532.7361352
rides,2741.648614,532.7413345
sorda,2973.640815,532.762565
drent,2891.12695,532.7677643
inset,3060.224003,532.7907279
argil,2946.182409,532.8284229
asper,3096.909012,532.8305893
agues,2853.285529,532.8483536
trons,2801.377383,532.8994801
smite,3022.790728,532.9410745
moyle,2926.767331,533
etnas,2844.490035,533.0103986
nails,2853.815425,533.037695
spile,3080.575823,533.1295494
heros,2746.405113,533.1503466
caple,2943.844021,533.1993068
moten,2855.940208,533.232669
nites,2776.976603,533.2378683
lants,2764.945407,533.2439341
repla,2802.707539,533.2790295
scape,3110.622617,533.3045927
satin,3018.42851,533.4293761
price,2926.337088,533.5233969
teams,2860.617418,533.5615251
goral,2872.309359,533.6200173
penal,2897.30026,533.6620451
moner,2837.335355,533.7331023
place,3006.42591,533.7660312
noirs,2803.831889,533.8136915
cuter,2785.731369,533.8461872
coirs,2808.619584,533.8921144
yetis,2769.615251,533.9051127
yages,2806.207539,533.9285095
curia,2858.099653,533.9718371
rosin,3097.931542,534.0320624
lunes,2768.068024,534.0368284
grant,2947.865685,534.0632582
ukase,3238.066291,534.0641248
scran,2955.043761,534.0992201
pacer,2832.390815,534.1343154
skier,2982.616551,534.2053726
rimes,2739.211872,534.2300693
rudie,2903.442374,534.2638648
krait,2982.512998,534.3609185
sehri,2888.551993,534.4146447
horas,2793.100953,534.4341421
ploat,2978.72357,534.5073657
copse,3190.959705,534.5307626
meris,2749.107452,534.5688908
feuar,2922.130849,534.5779896
taped,2866.583189,534.5914211
boart,2943.42851,534.6156846
rodes,2763.803726,534.6395147
haled,2850.860919,534.6906412
eliad,2970.265598,534.7131716
siroc,2963.860052,534.7309359
yeard,2879.918977,534.7417678
truly,2783.07669,534.7586655
lomes,2791.054593,534.7967938
deist,3111.139515,534.8240901
novae,2991.629116,534.8721837
brine,2937.000867,534.910312
toned,2859.129983,534.9415078
swire,3028.436308,534.9779029
actor,2903.016464,534.9939341
airer,2864.951473,535.0069324
ploye,2980.811092,535.0420277
email,2994.043328,535.0428943
tomes,2805.577556,535.0467938
retag,2816.641681,535.1460139
dolce,2940.834922,535.2400347
snoep,3032.854419,535.2863951
aport,2959.140815,535.292461
lepra,2813.957106,535.2928943
owrie,2916.687175,535.3626516
argol,2976.291594,535.4107452
delos,2820.984835,535.470104
erbia,2909.518631,535.5285962
repot,2849.744801,535.5381282
swole,3119.142548,535.5476603
hated,2856.42851,535.5645581
liber,2820.661612,535.652513
cripe,2932.79896,535.6928076
regal,2846.715771,535.7084055
shame,3151.228336,535.737435
lopes,2806.490468,535.8505199
crios,2851.164211,535.8535529
sault,3012.162478,535.9116118
crime,2946.956239,535.9558059
dorsa,3132.777296,536.0069324
cines,2798.236135,536.1135182
stake,3086.940208,536.1265165
blite,2918.495234,536.1980069
ament,2974.730069,536.2487002
ashet,3092.534229,536.2829289
euros,2794.300693,536.3327556
rahed,2830.802426,536.3453206
bales,2809.597487,536.3548527
poyse,3161.211005,536.4194107
stoep,2995.22357,536.4267764
ciels,2839.011698,536.4766031
toker,2837.312825,536.5177643
ronde,2887.478769,536.5372617
carts,2738.350953,536.6013865
beaty,2845.146447,536.6057192
codes,2819.860919,536.6269497
vitae,2951.079723,536.712305
toges,2815.47617,536.7162045
eusol,3165.584055,536.7551993
darts,2772.082756,536.7950607
heard,2924.295061,536.8123917
wares,2774.536395,536.8535529
forel,2820.633449,536.8669844
roted,2814.10052,536.8756499
wanle,2951.279029,536.9016464
drice,2953.390381,536.9480069
sepal,3032.613518,536.9519064
orgia,2965.296794,536.9670711
coted,2858.480503,536.9904679
remit,2832.790728,537.0034662
irons,2863.099653,537.0480936
dhole,3003.244367,537.0680243
trema,2880.675477,537.1620451
druse,3176.038995,537.1689775
almes,2861.863085,537.182409
siker,2968.085355,537.215338
borel,2830.7513,537.2781629
lutes,2775.7474,537.3037262
pated,2875.728336,537.3123917
padre,2950.430243,537.4181109
dirls,2730.307192,537.4332756
presa,3117.27383,537.4501733
thine,2941.202773,537.4792028
scrat,2930.208839,537.5398614
scaur,3067.115251,537.547227
brant,2965.489168,537.5619584
ramis,2829.32799,537.5771231
cabre,2926.962738,537.5814558
stied,3000.022964,537.6070191
entry,2790.651213,537.6083189
frail,2992.952773,537.6382149
reman,2877.249567,537.6481802
nosed,3131.715771,537.6581456
recti,2763.610052,537.6811092
feast,3145.85312,537.6897747
krone,2961.657712,537.7287695
slaid,3170.454506,537.7998267
praos,2961.733536,537.8587522
motey,2821.54766,537.8613518
zonae,3015.889948,537.8960139
hoers,2822.117418,537.9029463
motes,2816.749133,537.9120451
idler,2846.274263,537.9176776
lited,2832.522964,538.0207972
molar,2932.969237,538.0333622
nurls,2684.120451,538.0814558
doats,2932.529463,538.117851
gilet,2860.427643,538.1923744
herns,2739.589688,538.1984402
shero,2990.918544,538.229636
oases,3140.399047,538.2772964
sewar,3022.111785,538.3058925
bohea,2892.212738,538.3284229
enlit,2903.084922,538.3448873
terga,2806.953206,538.3691508
trins,2826.759532,538.4822357
tains,2900.627383,538.5138648
topes,2830.069324,538.5450607
borne,2903.421577,538.5558925
cagey,2857.941508,538.6494801
write,2904.510832,538.6845754
orcas,2857.189775,538.7850953
bayer,2847.879116,538.8123917
rorie,2963.264731,538.9302426
algor,2989.920277,538.932409
raced,2837.860485,538.9657712
onely,2921.802426,539.0229636
lepta,2826.172444,539.0316291
liker,2839.541594,539.117851
recon,2845.969237,539.1637782
hoary,2916.621317,539.1676776
noris,2780.163778,539.190208
spade,3201.37305,539.2283362
speir,3038.07409,539.2287695
resid,3085.397314,539.312825
toads,2946.112218,539.3518198
harns,2776.94714,539.3843154
estro,3095.568024,539.5779896
rabis,2833.623484,539.6460139
naric,2858.543761,539.7071057
oracy,2962.762998,539.7088388
seamy,3022.482669,539.7240035
flair,2998.509532,539.7261698
comet,2906.751733,539.7894281
loath,2951.276863,539.8838821
mouse,3247.259965,539.9423744
ketol,2901.375217,540.012565
eniac,2975.910312,540.0138648
snake,3187.031629,540.0636915
pokie,3051.451906,540.0745234
arced,2904.034229,540.1161179
harem,2843.016464,540.1295494
caned,2912.820191,540.1464471
cures,2736.459705,540.1473137
redan,2905.239601,540.1984402
laity,2855.250433,540.2850953
cytes,2774.948873,540.3201906
plant,2999.737868,540.322357
intra,2879.47617,540.364818
ragis,2833.824957,540.3843154
blart,2928.354853,540.4618718
argot,3004.854419,540.5199307
flier,2896.433709,540.5277296
potes,2837.107452,540.5537262
genoa,2949.369151,540.5554593
ileus,2899.960572,540.6048527
morat,2921.057192,540.7235702
saver,2986.779463,540.787695
comte,2952.27773,540.8063258
spaed,3126.30286,540.867851
derns,2785.771664,540.8921144
tians,2958.414645,541.0606586
oaked,2977.823657,541.1347487
spiel,3054.380416,541.1442808
fanes,2853.974437,541.1694107
grape,3030.185875,541.1772097
grone,2981.443241,541.1837088
narcs,2765.306759,541.1941075
toyed,2871.65338,541.2001733
ysame,3261.943674,541.2131716
shape,3181.342288,541.22487
gruel,2881.754766,541.2361352
dolia,2972.854419,541.2391681
parti,2855.054593,541.2668977
forte,2867.098787,541.3656846
soily,3059.821057,541.4627383
agios,3013.684142,541.5108319
ornis,2861.688042,541.5576256
ropes,2792,541.5875217
traik,2999.219237,541.6009532
lovie,3008.501733,541.6087522
stime,3083.535962,541.6174177
amide,3103.969671,541.6390815
ready,2890.045927,541.6486135
tiger,2854.440208,541.6672444
yelts,2757.623917,541.6919411
valet,2879.777296,541.6962738
tryke,2856.249567,541.842721
rosti,3054.067591,541.902513
saree,2935.899047,541.9501733
geans,2932.042028,542.020364
crost,3153.017764,542.1568458
oncer,2868.094887,542.169844
clame,3053.140381,542.1971404
calos,2882.878683,542.19974
piert,2906.464471,542.254766
fears,2891.216205,542.3414211
urare,3046.240901,542.4263432
elsin,3194.594021,542.437175
nabes,2860.983536,542.4397747
trend,2904.266898,542.4636049
goyle,2984.250433,542.4649047
towel,2886.168977,542.567591
onces,2835.420711,542.5771231
lehua,2880.337955,542.6317158
psoai,3258.846187,542.6382149
moral,2926.886915,542.6486135
reach,2938.758232,542.7461005
phase,3284.144714,542.8357886
